LicenseSerialNumber,LicenseTypeName,LicenseClassCode,LicenseTypeCode,AgencyZoneOfficeName,AgencyZoneOfficeNumber,CountyNameLicensee,PremisesName,DBA,Address1,Address2,City,State,Zip,LicenseCertificateNumber,LicenseOriginalIssueDate,LicenseEffectiveDate,LicenseExpirationDate,Latitude,Longitude,Location,add
1012130,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,EDDIE T FREEMAN,SUGARHILL CLUB & RESTAURANT,609 615 DEKALB AVE,,BROOKLYN,NY,11216,848550,5/1/1987,4/2/2015,3/31/2017,40.69142198,-73.95143216,"(40.69142198, -73.95143216)",609 615 DEKALB AVE   BROOKLYN   11216
1012135,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,LARRY'S LIQUID LOVE INC,,1165 BEDFORD AVE,,BROOKLYN,NY,11216,803632,8/5/2002,3/18/2014,2/29/2016,40.68361021,-73.9538871,"(40.68361021, -73.9538871)",1165 BEDFORD AVE   BROOKLYN   11216
1012147,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MINBET CORP,200 FIFTH,200 5TH AVENUE,,BROOKLYN,NY,11217,849974,,7/1/2015,6/30/2017,40.67668034,-73.9803595,"(40.67668034, -73.9803595)",200 5TH AVENUE   BROOKLYN   11217
1012160,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,ADBONI RESTAURANT CORP,GREEN PAVILLION,4307 18TH AVENUE,,BROOKLYN,NY,11218,853752,,10/1/2015,9/30/2017,40.6311836,-73.97609743,"(40.6311836, -73.97609743)",4307 18TH AVENUE   BROOKLYN   11218
1012165,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SHANAGHYS ENTERPRISES INC,SHENANIGANS,802 CATON AVENUE,,BROOKLYN,NY,11218,839187,11/17/1988,11/1/2014,10/31/2016,40.64765483,-73.97284697,"(40.64765483, -73.97284697)",802 CATON AVENUE   BROOKLYN   11218
1012167,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TRI HOLDINGS INC,YEN YEN RESTAURANT,402 404 CHURCH AVENUE,,BROOKLYN,NY,11218,848546,5/29/1992,5/1/2015,4/30/2017,40.64397647,-73.97647954,"(40.64397647, -73.97647954)",402 404 CHURCH AVENUE   BROOKLYN   11218
1012172,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,J S C REST CORP,REX MANOR,1100 60TH STREET,,BROOKLYN,NY,11219,845442,4/17/1984,4/1/2015,3/31/2017,40.63142118,-74.00292283,"(40.63142118, -74.00292283)",1100 60TH STREET   BROOKLYN   11219
1012174,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MARKERIC INC,B66,6612 NEW UTRECHT AVENUE,,BROOKLYN,NY,11219,849705,6/6/2013,6/1/2015,5/31/2017,40.62279546,-73.99802513,"(40.62279546, -73.99802513)",6612 NEW UTRECHT AVENUE   BROOKLYN   11219
1012184,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CAVAN GARDEN INC,THREE JOLLY PIGEONS,6802 3RD AVE,,BROOKLYN,NY,11220,802882,,4/1/2014,3/31/2016,40.636566,-74.02570507,"(40.636566, -74.02570507)",6802 3RD AVE   BROOKLYN   11220
1012197,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,ROSANGEM REST INC,CASA PEPE RESTAURANT,112 116 BAY RIDGE AVENUE,,BROOKLYN,NY,11220,834150,,3/1/2014,2/29/2016,40.63744589,-74.03174349,"(40.63744589, -74.03174349)",112 116 BAY RIDGE AVENUE   BROOKLYN   11220
1012198,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SOTIRIOS PLANZOS,GEORGES RESTAURANT,5701 5TH AVENUE,,BROOKLYN,NY,112203815,847125,,8/1/2015,7/31/2017,40.6411265,-74.01436312,"(40.6411265, -74.01436312)",5701 5TH AVENUE   BROOKLYN   112203815
1012202,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,4408 1150 INTERNATIONAL RESTAURANT CORP,INTERNATIONAL RESTAURANT,4408 5TH AVENUE,,BROOKLYN,NY,11220,853420,,10/1/2015,9/30/2017,40.64844165,-74.00693238,"(40.64844165, -74.00693238)",4408 5TH AVENUE   BROOKLYN   11220
1012213,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SALTY DOG RESTAURANT LTD,,7509 3RD AVENUE,,BROOKLYN,NY,112209,837912,,9/1/2014,8/31/2016,40.63136578,-74.02774841,"(40.63136578, -74.02774841)",7509 3RD AVENUE   BROOKLYN   112209
1012222,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,1272 BROADWAY PUB INC,ST LUCIAN PARADISE,1272 BROADWAY,,BROOKLYN,NY,11221,850595,,7/1/2015,6/30/2017,40.69099134,-73.92480564,"(40.69099134, -73.92480564)",1272 BROADWAY   BROOKLYN   11221
1012223,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BARBARA CHROSTOWSKI,SPORTS BAR POLONIA OF NY,627 631 MANHATTAN AVE,,BROOKLYN,NY,11222,804352,,4/8/2014,3/31/2016,40.72386369,-73.95091361,"(40.72386369, -73.95091361)",627 631 MANHATTAN AVE   BROOKLYN   11222
1012225,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CALL BOX LOUNGE INC,,148 KINGSLAND AVENUE,,BROOKLYN,NY,11222,846766,,6/1/2015,5/31/2017,40.72159405,-73.94090962,"(40.72159405, -73.94090962)",148 KINGSLAND AVENUE   BROOKLYN   11222
1012233,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,ENIDS CORPORATION,ENIDS,560 MANHATTAN AVE,,BROOKLYN,NY,11222,846873,,7/1/2015,6/30/2017,40.72224485,-73.94983335,"(40.72224485, -73.94983335)",560 MANHATTAN AVE   BROOKLYN   11222
1012243,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,KARUNVIR INC,,750 MANHATTAN AVE,,BROOKLYN,NY,11222,844824,3/26/1999,3/1/2015,2/28/2017,40.72662296,-73.95233208,"(40.72662296, -73.95233208)",750 MANHATTAN AVE   BROOKLYN   11222
1012245,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,KLUB EUROPA OF BROOKLYN INC,,765 769 MANHATTAN AVENUE,,BROOKLYN,NY,11222,803951,4/13/1994,4/1/2014,3/31/2016,40.72702514,-73.95272134,"(40.72702514, -73.95272134)",765 769 MANHATTAN AVENUE   BROOKLYN   11222
1012249,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,RAHENY TAVERN CORP,CONNIE O S PUB,158 NORMAN AVENUE,,BROOKLYN,NY,11222,836350,,8/1/2014,7/31/2016,40.72657728,-73.94809268,"(40.72657728, -73.94809268)",158 NORMAN AVENUE   BROOKLYN   11222
1012250,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SKI BAR INC,PIT STOP BAR,152 MESEROLE AVENUE,,BROOKLYN,NY,11222,851158,,10/1/2015,9/30/2017,40.72785633,-73.95024237,"(40.72785633, -73.95024237)",152 MESEROLE AVENUE   BROOKLYN   11222
1012267,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,FIORENTINO RISTORANTE INC,,311 13 AVENUE U,,BROOKLYN,NY,11223,852810,,9/1/2015,8/31/2017,40.64216507,-73.98459144,"(40.64216507, -73.98459144)",311 13 AVENUE U   BROOKLYN   11223
1012270,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,IRG REALTY CORP,,512 AVENUE U,,BROOKLYN,NY,11223,836624,4/18/2013,5/30/2014,4/30/2016,40.59764574,-73.96668721,"(40.59764574, -73.96668721)",512 AVENUE U   BROOKLYN   11223
1012275,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SAHARA RESTAURANT CORP,SAHARA MEDITERRANEAN,2335 2337 CONEY ISLAND AVE,,BROOKLYN,NY,11223,836219,,7/1/2014,6/30/2016,40.59999193,-73.96124781,"(40.59999193, -73.96124781)",2335 2337 CONEY ISLAND AVE   BROOKLYN   11223
1012290,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CARIBBEAN SPOTLIGHT INC,THE BUZZ,103 EMPIRE BLVD,,BROOKLYN,NY,11225,851079,9/18/1998,9/1/2015,8/31/2017,40.66348227,-73.95870171,"(40.66348227, -73.95870171)",103 EMPIRE BLVD   BROOKLYN   11225
1012295,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,OSWALD KEENE,NEW KEG LOUNGE,451 E NEW YORK AVE,,BROOKLYN,NY,11225,851251,9/2/2005,9/1/2015,8/31/2017,40.66185993,-73.94683347,"(40.66185993, -73.94683347)",451 E NEW YORK AVE   BROOKLYN   11225
1012307,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,FRANKLYN CIPRIANI,,2602 TILDEN AVE,,BROOKLYN,NY,11226,854531,10/29/2001,11/1/2015,10/31/2017,40.64668651,-73.95265343,"(40.64668651, -73.95265343)",2602 TILDEN AVE   BROOKLYN   11226
1012310,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,HQ LOUNGE INC,,1609 NOSTRAND AVENUE,,BROOKLYN,NY,11226,835246,4/26/2005,5/6/2014,4/30/2016,40.64683838,-73.94906883,"(40.64683838, -73.94906883)",1609 NOSTRAND AVENUE   BROOKLYN   11226
1012312,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,QUEEN ESTER GREEN,QUEEN BEES CORNER,3023 CHURCH AVENUE,,BROOKLYN,NY,11226,803582,,5/1/2014,4/30/2016,40.65086565,-73.94934363,"(40.65086565, -73.94934363)",3023 CHURCH AVENUE   BROOKLYN   11226
1012317,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,2294 MICHELLES BAR INC,,2294 BEDFORD AVENUE,,BROOKLYN,NY,11226,849710,,6/1/2015,5/31/2017,40.64782505,-73.95581161,"(40.64782505, -73.95581161)",2294 BEDFORD AVENUE   BROOKLYN   11226
1012324,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,J M C FOODS CORP,LA SORRENTINA,6518 6522 6524 11TH AVE,,BROOKLYN,NY,11228,855125,12/8/2011,11/1/2015,10/31/2017,40.62823405,-74.0064965,"(40.62823405, -74.0064965)",6518 6522 6524 11TH AVE   BROOKLYN   11228
1012343,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,J & K BAR INC,J P 'S,2953 GRAVESEND NECK ROAD,,BROOKLYN,NY,11229,842663,,1/1/2015,12/31/2016,40.60032973,-73.94170264,"(40.60032973, -73.94170264)",2953 GRAVESEND NECK ROAD   BROOKLYN   11229
1012353,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PERRYS SEAFOOD RESTAURANT INC,PERRYS SEAFOOD RESTAURANT,3482 3492 NOSTRAND AVENUE,,BROOKLYN,NY,11229,842403,11/28/2008,12/1/2014,11/30/2016,40.59890077,-73.94167716,"(40.59890077, -73.94167716)",3482 3492 NOSTRAND AVENUE   BROOKLYN   11229
1012361,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,16TH STREET TAVERN INC,,1602 GRAVESEND NECK ROAD,,BROOKLYN,NY,11229,836310,,7/1/2014,6/30/2016,40.59499635,-73.95468212,"(40.59499635, -73.95468212)",1602 GRAVESEND NECK ROAD   BROOKLYN   11229
1012374,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,JILL ANN RESTAURANT INC,STARLIGHT LOUNGE,1213 MCDONALD AVENUE,,BROOKLYN,NY,11230,846982,,6/1/2015,5/31/2017,40.62366207,-73.97574106,"(40.62366207, -73.97574106)",1213 MCDONALD AVENUE   BROOKLYN   11230
1012389,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,RED ROSE RESTAURANT & BAR INC,RED ROSE RESTAURANT,315 SMITH ST,,BROOKLYN,NY,11231,855378,,12/1/2015,11/30/2017,40.68128309,-73.99414329,"(40.68128309, -73.99414329)",315 SMITH ST   BROOKLYN   11231
1012391,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,RIO LUNA CORPORATION,MEZCALS,522 COURT STREET,,BROOKLYN,NY,11231,849266,,5/1/2015,4/30/2017,40.67595583,-73.99906287,"(40.67595583, -73.99906287)",522 COURT STREET   BROOKLYN   11231
1012397,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,345 COURT ST CORP,MARCO POLO RESTAURANT,345 COURT STREET,,BROOKLYN,NY,11231,844894,,4/1/2015,3/31/2017,40.68234937,-73.99583275,"(40.68234937, -73.99583275)",345 COURT STREET   BROOKLYN   11231
1012426,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CASA LUCE RESTAURANT INC,IL POSTO,7409 AVENUE U,,BROOKLYN,NY,11234,850302,7/10/1996,7/1/2015,6/30/2017,40.62131235,-73.90527055,"(40.62131235, -73.90527055)",7409 AVENUE U   BROOKLYN   11234
1012428,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,DA GERARDO CORP,SALVI RESTAURANT,4218 4220 QUENTIN ROAD,,BROOKLYN,NY,11234,849604,,7/1/2015,6/30/2017,40.61750549,-73.93228234,"(40.61750549, -73.93228234)",4218 4220 QUENTIN ROAD   BROOKLYN   11234
1012436,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,J J MARINERS INN CORP,MARINERS INN,3501 AVE S,,BROOKLYN,NY,11234,844161,5/16/1978,3/1/2015,2/28/2017,40.60932273,-73.9321089,"(40.60932273, -73.9321089)",3501 AVE S   BROOKLYN   11234
1012440,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,KANONI INC,ARCH DINER,1866 RALPH AVENUE,,BROOKLYN,NY,11234,842859,,1/1/2015,12/31/2016,40.63113677,-73.91864643,"(40.63113677, -73.91864643)",1866 RALPH AVENUE   BROOKLYN   11234
1012447,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,NORAS PARK BENCH CAFE LTD,,3019 QUENTIN ROAD,,BROOKLYN,NY,11234,851172,,9/1/2015,8/31/2017,40.61190485,-73.94110396,"(40.61190485, -73.94110396)",3019 QUENTIN ROAD   BROOKLYN   11234
1012453,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,"SLOPE LLC,THE",THE GATE,321 5TH AVENUE,,BROOKLYN,NY,11234,837449,,9/1/2014,8/31/2016,40.67268275,-73.98328413,"(40.67268275, -73.98328413)",321 5TH AVENUE   BROOKLYN   11234
1012454,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CHINA NEW STAR RESTAURANT INC,CHINA STAR,2210 FLATBUSH AVENUE,,BROOKLYN,NY,11234,856369,12/3/1984,12/1/2015,11/30/2017,40.61603105,-73.92971399,"(40.61603105, -73.92971399)",2210 FLATBUSH AVENUE   BROOKLYN   11234
1012462,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,ANGELOS ON THE BAY INC,IL FORNETTO,2902 EMMONS AVE,,BROOKLYN,NY,11235,853686,,10/1/2015,9/30/2017,40.58373372,-73.93973927,"(40.58373372, -73.93973927)",2902 EMMONS AVE   BROOKLYN   11235
1012471,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,D N E CAFE INC,CAFE PARIS,3178 CONEY ISLAND AVENUE,,BROOKLYN,NY,11235,835927,,6/2/2014,5/31/2016,40.57839446,-73.9597443,"(40.57839446, -73.9597443)",3178 CONEY ISLAND AVENUE   BROOKLYN   11235
1012482,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,GAMBRINUS SEAFOOD CAFE INC,,3100 OCEAN PARKWAY,,BROOKLYN,NY,11235,838657,,10/1/2014,9/30/2016,40.57607328,-73.9689456,"(40.57607328, -73.9689456)",3100 OCEAN PARKWAY   BROOKLYN   11235
1012485,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,I G I RESTAURANT INC,HIRSCHS,3145 BRIGHTON 4TH STREET,STORE #1,BROOKLYN,NY,11235,847255,2/9/1995,7/22/2015,1/31/2017,NA,NA,,3145 BRIGHTON 4TH STREET   BROOKLYN   11235
1012497,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PAPA LEONE PIZZERIA INC,PAPA LEONE,101 103 ORIENTAL BLVD,,BROOKLYN,NY,11235,850892,8/9/1996,8/1/2015,7/31/2017,40.57694092,-73.95283571,"(40.57694092, -73.95283571)",101 103 ORIENTAL BLVD   BROOKLYN   11235
1012509,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TGI FRIDAYS INC,TGI FRIDAY'S,3181 HARKNESS AVENUE,,BROOKLYN,NY,11235,804369,,5/1/2014,4/30/2016,40.58661597,-73.92912137,"(40.58661597, -73.92912137)",3181 HARKNESS AVENUE   BROOKLYN   11235
1012512,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TOMS LOG CABIN INC,,2123 AVENUE Z,,BROOKLYN,NY,11235,853613,,10/1/2015,9/30/2017,40.58870694,-73.94809841,"(40.58870694, -73.94809841)",2123 AVENUE Z   BROOKLYN   11235
1012522,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,1705 WHEELERS LTD,WHEELERS,1705 SHEEPSHEAD BAY ROAD,,BROOKLYN,NY,11235,848849,5/20/2013,6/1/2015,5/31/2017,40.58587584,-73.9517752,"(40.58587584, -73.9517752)",1705 SHEEPSHEAD BAY ROAD   BROOKLYN   11235
1012524,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,273 BRIGHTON BCH AVE REST INC,NATIONAL RESTAURANT,273 BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,803147,12/28/1988,3/1/2014,2/29/2016,40.57693471,-73.96488296,"(40.57693471, -73.96488296)",273 BRIGHTON BEACH AVE   BROOKLYN   11235
1012526,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,3073 EMMONS AVENUE CORP,MARIA,3073 EMMONS AVENUE,,BROOKLYN,NY,11235,803119,,3/1/2014,2/29/2016,40.58411347,-73.9362646,"(40.58411347, -73.9362646)",3073 EMMONS AVENUE   BROOKLYN   11235
1012527,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,3152 RESTAURANT INC,,3152 BRIGHTON 6TH STREET,,BROOKLYN,NY,11235,845033,3/11/1993,3/1/2015,2/28/2017,40.5757801,-73.96124367,"(40.5757801, -73.96124367)",3152 BRIGHTON 6TH STREET   BROOKLYN   11235
1012529,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,7 NIGHT LIGHT LTD,,1657 SHEEPSHEAD BAY ROAD,,BROOKLYN,NY,11235,842512,,12/2/2014,11/30/2016,40.58654544,-73.95227627,"(40.58654544, -73.95227627)",1657 SHEEPSHEAD BAY ROAD   BROOKLYN   11235
1012539,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,NIGHT FLIGHT INC,BAMBOO GARDEN RESTAURANT,9505 AVENUE L,,BROOKLYN,NY,11236,845018,,3/1/2015,2/28/2017,40.63773732,-73.89685545,"(40.63773732, -73.89685545)",9505 AVENUE L   BROOKLYN   11236
1012566,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,IRENE ALSTON AS EXEC TO EST OF WALTER ALSTON,,432 FRANKLIN AVENUE,,BROOKLYN,NY,11238,856129,,11/16/2015,10/31/2017,40.68388171,-73.95629344,"(40.68388171, -73.95629344)",432 FRANKLIN AVENUE   BROOKLYN   11238
1012580,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,DIRCKSEN & TALLEYRAND INC,RIVER CAFE,1 WATER ST,,BROOKLYN,NY,11201,803077,,3/1/2014,2/29/2016,40.70295794,-73.99444051,"(40.70295794, -73.99444051)",1 WATER ST   BROOKLYN   11201
1012581,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,FOODS FOR JUNIORS INC,JUNIORS RESTAURANT,382 390 FLATBUSH AVE EXT,AKA 33 43 DEKALB AVE,BROOKLYN,NY,11201,844594,,3/1/2015,2/28/2017,40.68990386,-73.98163068,"(40.68990386, -73.98163068)",382 390 FLATBUSH AVE EXT   BROOKLYN   11201
1012583,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,MARCORLOU INC,SAM'S RESTAURANT,238 COURT STREET,,BROOKLYN,NY,11201,847918,4/20/2011,3/17/2015,2/28/2017,40.68580705,-73.99431585,"(40.68580705, -73.99431585)",238 COURT STREET   BROOKLYN   11201
1012585,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,QUEEN MARIE ITALIAN REST INC,,84 COURT STREET,,BROOKLYN,NY,11201,844276,,3/1/2015,2/28/2017,40.69131304,-73.9916622,"(40.69131304, -73.9916622)",84 COURT STREET   BROOKLYN   11201
1012591,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,TWO STEPS DOWN RESTAURANT AND,CATERING CORP,240 DEKALB AVE,,BROOKLYN,NY,11205,803151,9/9/1977,3/3/2014,2/29/2016,40.68942965,-73.96956699,"(40.68942965, -73.96956699)",240 DEKALB AVE   BROOKLYN   11205
1012606,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,BAMONTES RESTAURANT CORP,BAMONTES,32 WITHERS STREET,REAR OF 221 225 MEEKER AVE,BROOKLYN,NY,11211,802736,,3/1/2014,2/29/2016,40.71666404,-73.95147203,"(40.71666404, -73.95147203)",32 WITHERS STREET   BROOKLYN   11211
1012609,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,PETER LUGER INC,,176 178 BROADWAY,AKA 850 DRIGGS AVE,BROOKLYN,NY,11211,843931,,3/1/2015,2/28/2017,40.70991481,-73.96249068,"(40.70991481, -73.96249068)",176 178 BROADWAY   BROOKLYN   11211
1012635,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,DOM INC,WARSAW POLISH NATIONAL HOME,261 7 DRIGGS AVE,,BROOKLYN,NY,11222,845159,,3/1/2015,2/28/2017,40.6717006,-73.98787916,"(40.6717006, -73.98787916)",261 7 DRIGGS AVE   BROOKLYN   11222
1012637,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,PALACE CAFE INC,,206 NASSAU AVE,,BROOKLYN,NY,11222,847601,,3/9/2015,2/28/2017,40.72555293,-73.94451933,"(40.72555293, -73.94451933)",206 NASSAU AVE   BROOKLYN   11222
1012638,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,"IDLE HOUR TAVERN INC,THE",IRENE'S PLACE,623 MANHATTAN AVE,,BROOKLYN,NY,11222,844808,,3/1/2015,2/28/2017,40.72365623,-73.95079638,"(40.72365623, -73.95079638)",623 MANHATTAN AVE   BROOKLYN   11222
1012641,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,PARALIA CORP,DEL RIO RESTAURANT,174 KINGS HGWY,AKA 166 KINGS HGWY,BROOKLYN,NY,11223,804456,5/11/1977,4/10/2014,2/29/2016,40.60568151,-73.98504901,"(40.60568151, -73.98504901)",174 KINGS HGWY   BROOKLYN   11223
1012643,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,SHELL LANES INC,SHELL LANES,1 25 BOUCK COURT,,BROOKLYN,NY,11223,845134,10/21/1960,3/1/2015,2/28/2017,40.6623994,-74.00107506,"(40.6623994, -74.00107506)",1 25 BOUCK COURT   BROOKLYN   11223
1012644,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,SIRENA RESTAURANT INC,GARGIULOS RESTAURANT,2907 2915 W 15TH STREET,,BROOKLYN,NY,11224,844220,4/26/1965,3/1/2015,2/28/2017,40.57664458,-73.98253033,"(40.57664458, -73.98253033)",2907 2915 W 15TH STREET   BROOKLYN   11224
1012646,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,COLANDREA NEW CORNER REST INC,,7201 7207 8TH AVENUE,,BROOKLYN,NY,11228,843917,,3/1/2015,2/28/2017,40.62858789,-74.01663759,"(40.62858789, -74.01663759)",7201 7207 8TH AVENUE   BROOKLYN   11228
1012649,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,SIRICOS CATERING INC,,8015 17 23 13TH AVE,,BROOKLYN,NY,11228,803725,,3/20/2014,2/29/2016,40.61186328,-74.00135901,"(40.61186328, -74.00135901)",8015 17 23 13TH AVE   BROOKLYN   11228
1012650,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,THOMAS CATERERS INC,TOMMASO,1464 1466 86TH STREET,,BROOKLYN,NY,11228,802724,,3/1/2014,2/29/2016,40.6117479,-74.01018106,"(40.6117479, -74.01018106)",1464 1466 86TH STREET   BROOKLYN   11228
1012651,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,LAMBROS RESTAURANT INC,THREE STAR RESTAURANT,1611 1613 AVE U,,BROOKLYN,NY,11229,803197,,3/4/2014,2/29/2016,40.59899688,-73.95535126,"(40.59899688, -73.95535126)",1611 1613 AVE U   BROOKLYN   11229
1012653,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,MICHAELS OF BROOKLYN INC,,2929 AVENUE R,,BROOKLYN,NY,11229,845394,,3/4/2015,2/28/2017,40.60745842,-73.94310997,"(40.60745842, -73.94310997)",2929 AVENUE R   BROOKLYN   11229
1012668,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,NIKODEMO OPERATING CORP,FLORIDIAN DINER,2301 FLATBUSH AVE,,BROOKLYN,NY,11234,802763,,3/1/2014,2/29/2016,40.61409359,-73.92729436,"(40.61409359, -73.92729436)",2301 FLATBUSH AVE   BROOKLYN   11234
1012672,RESTAURANT LIQUOR,241,RL,New York City,1,KINGS,DONSELS BAR & GRILL INC,,2602 E 15TH ST,,BROOKLYN,NY,11235,844573,6/25/1952,3/1/2015,2/28/2017,40.58793172,-73.9544068,"(40.58793172, -73.9544068)",2602 E 15TH ST   BROOKLYN   11235
1012685,RESTAURANT WINE,341,RW,New York City,1,KINGS,BUDDIES BURRITO & TACO BAR INC,,260 COURT STREET,,BROOKLYN,NY,11201,829364,7/23/1992,7/2/2015,6/30/2017,40.68512959,-73.99464067,"(40.68512959, -73.99464067)",260 COURT STREET   BROOKLYN   11201
1012699,RESTAURANT WINE,341,RW,New York City,1,KINGS,G T C ENTERPRISES LTD,MONTY Q'S,158 MONTAGUE STREET,,BROOKLYN,NY,11201,829263,,8/1/2015,7/31/2017,40.69434174,-73.99287483,"(40.69434174, -73.99287483)",158 MONTAGUE STREET   BROOKLYN   11201
1012712,RESTAURANT WINE,341,RW,New York City,1,KINGS,NEW LEE CHI GARDEN INC,,162 MONTAGUE ST,,BROOKLYN,NY,11201,817223,,10/1/2015,9/30/2017,40.69429077,-73.99268931,"(40.69429077, -73.99268931)",162 MONTAGUE ST   BROOKLYN   11201
1012830,RESTAURANT WINE,341,RW,New York City,1,KINGS,SALVATORE TUMMINELLO,BAY RIDGE PIZZA,7704 5TH AVE,,BROOKLYN,NY,11209,829585,,12/1/2015,11/30/2017,40.62793765,-74.02333869,"(40.62793765, -74.02333869)",7704 5TH AVE   BROOKLYN   11209
1012843,RESTAURANT WINE,341,RW,New York City,1,KINGS,NAPOLI PIZZA OF AMERICA LTD,,2270 NOSTRAND AVE,,BROOKLYN,NY,11210,829483,,8/1/2015,7/31/2017,40.6294683,-73.94743935,"(40.6294683, -73.94743935)",2270 NOSTRAND AVE   BROOKLYN   11210
1012867,RESTAURANT WINE,341,RW,New York City,1,KINGS,GRAND MORELOS CORP,,727 GRAND STREET,,BROOKLYN,NY,11211,816860,,8/19/2015,7/31/2017,40.71170682,-73.94379846,"(40.71170682, -73.94379846)",727 GRAND STREET   BROOKLYN   11211
1012878,RESTAURANT WINE,341,RW,New York City,1,KINGS,KASIAS RESTAURANT INC,,146 BEDFORD AVENUE,,BROOKLYN,NY,11249,817109,,10/1/2015,9/30/2017,40.7189592,-73.95660276,"(40.7189592, -73.95660276)",146 BEDFORD AVENUE   BROOKLYN   11249
