,address,categories,id,lat,long,name,orig_add,rating,review_count
219,1 Hanover Square,"[Category(name=u'Lounges', alias=u'lounges')]",blue-bar-at-india-house-new-york,40.70482248,-74.00985194,Blue Bar At India House,3 HANOVER SQUARE NEW YORK 10004,4.5,8
220,56 Beaver St,"[Category(name=u'Steakhouses', alias=u'steak'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",delmonicos-new-york,40.70507183,-74.01011179,Delmonico's,56 BEAVER ST NEW YORK 10004,3.5,660
221,50 Broadway,"[Category(name=u'Delis', alias=u'delis'), Category(name=u'Sandwiches', alias=u'sandwiches')]",zams-new-york,40.70650202,-74.01282995,Zams,47 BROADWAY NEW YORK 10004,4.0,3
222,40 Exchange Pl,"[Category(name=u'Pubs', alias=u'pubs')]",the-irish-punt-new-york,40.70588345,-74.01027512,The Irish Punt,40 EXCHANGE PLACE NEW YORK 10005,3.0,33
223,160 Pearl St,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'Irish', alias=u'irish')]",the-full-shilling-new-york,40.70577284,-74.00772317,The Full Shilling,160 PEARL ST NEW YORK 10005,3.5,65
224,120 Cedar St,"[Category(name=u'Indian', alias=u'indpak')]",ruchi-indian-cuisine-new-york,40.7094278,-74.01222695,Ruchi Indian Cuisine,120 CEDAR ST NEW YORK 10006,3.5,200
225,47 Broadway,"[Category(name=u'Chinese', alias=u'chinese')]",china-chalet-new-york-5,40.70650202,-74.01282995,China Chalet,47 BROADWAY NEW YORK 10006,3.0,101
226,126 Chambers St,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Pubs', alias=u'pubs')]",mudville-9-new-york-2,40.71524068,-74.00879475,Mudville 9,126 CHAMBERS STREET NEW YORK 10007,3.5,282
227,59 Warren St,"[Category(name=u'Dive Bars', alias=u'divebars')]",raccoon-lodge-new-york-3,40.71470838,-74.00929494,Raccoon Lodge,59 WARREN STREET NEW YORK 10007,3.5,112
228,289 Mercer St,"[Category(name=u'Asian Fusion', alias=u'asianfusion')]",kuku-canteen-new-york,40.73002532,-73.99403492,KuKu Canteen,11 WAVERLY PLACE NEW YORK 10007,3.0,86
229,135 Ave A,"[Category(name=u'Dive Bars', alias=u'divebars')]",lucys-new-york,40.72667476,-73.98306902,Lucy's,131 AVENUE A NEW YORK 10009,3.5,65
230,5 Ave A,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Gastropubs', alias=u'gastropubs')]",boulton-and-watt-new-york,40.7224568,-73.98621161,Boulton & Watt,7 AVENUE A NEW YORK 10009,4.0,470
231,118 St. Marks Pl,"[Category(name=u'Irish', alias=u'irish'), Category(name=u'Pubs', alias=u'pubs'), Category(name=u'American (New)', alias=u'newamerican')]",st-dymphnas-new-york,40.72725235,-73.9846485,St. Dymphna's,118 ST MARKS PLACE NEW YORK 10009,4.0,173
232,94 Ave A,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Burgers', alias=u'burgers')]",sidewalk-cafe-new-york-3,40.7254528,-73.98386827,Sidewalk Cafe,94 96 AVENUE A NEW YORK 10009,3.5,394
233,211 Ave A,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Gastropubs', alias=u'gastropubs')]",the-spotted-owl-tavern-new-york,40.72976383,-73.98089502,The Spotted Owl Tavern,211 AVENUE A NEW YORK 10009,4.0,19
234,162 Avenue B,"[Category(name=u'Cocktail Bars', alias=u'cocktailbars')]",dream-baby-new-york-2,40.72697672,-73.97989577,Dream Baby,162 164 AVENUE B NEW YORK 10009,4.0,72
235,194 Avenue A,"[Category(name=u'Mexican', alias=u'mexican')]",el-camion-new-york,40.72914182,-73.98119068,El Camion,194 AVE A NEW YORK 10009,4.0,448
236,101 Ave A,"[Category(name=u'Dance Clubs', alias=u'danceclubs'), Category(name=u'Lounges', alias=u'lounges'), Category(name=u'American (New)', alias=u'newamerican')]",pyramid-club-new-york,40.72573783,-73.98382678,Pyramid Club,101 AVENUE A NEW YORK 10009,3.5,186
237,121 St. Marks Pl,"[Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'Gastropubs', alias=u'gastropubs')]",ten-degrees-bar-new-york,40.72733248,-73.98454096,Ten Degrees Bar,121 ST MARKS PLACE NEW YORK 10009,4.0,704
238,117 Ave A,"[Category(name=u'Bars', alias=u'bars')]",the-black-rose-new-york,40.72627693,-73.98343763,The Black Rose,117 AVENUE A NEW YORK 10009,3.5,22
239,133 Avenue C,"[Category(name=u'Cocktail Bars', alias=u'cocktailbars'), Category(name=u'American (New)', alias=u'newamerican')]",the-summit-bar-new-york,40.7249392,-73.97830121,The Summit Bar,133 AVE C NEW YORK 10009,4.0,336
240,173 Avenue A,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Comfort Food', alias=u'comfortfood'), Category(name=u'Beer Bar', alias=u'beerbar')]",westville-east-new-york-3,40.72817519,-73.98204948,Westville - East,169 AVENUE A NEW YORK 10009,4.0,880
241,126 E 7th St,"[Category(name=u'Italian', alias=u'italian')]",giano-restaurant-new-york,40.72601877,-73.98362877,Giano Restaurant,130 E 7TH STREET NEW YORK 10009,4.0,384
242,128 1st Ave,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Hawaiian', alias=u'hawaiian')]",noreetuh-new-york,40.72747534,-73.9852982,Noreetuh,132 1ST AVENUE NEW YORK 10009,4.0,208
243,23 Ave A,"[Category(name=u'Latin American', alias=u'latin'), Category(name=u'Spanish', alias=u'spanish'), Category(name=u'Caribbean', alias=u'caribbean')]",yerba-buena-new-york,40.72288335,-73.98589151,Yerba Buena,25 AVENUE A NEW YORK 10009,4.5,785
244,197 E 3rd St,"[Category(name=u'Dance Clubs', alias=u'danceclubs'), Category(name=u'Lounges', alias=u'lounges')]",no-malice-palace-new-york,40.72275884,-73.98304457,No Malice Palace,197 E 3RD ST NEW YORK 10009,3.0,218
245,531 E 5th St,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Pool Halls', alias=u'poolhalls'), Category(name=u'Arcades', alias=u'arcades')]",ace-bar-new-york,40.72458324,-73.98361409,Ace Bar,531 E 5TH STREET NEW YORK 10009,3.5,299
246,149 Ave C,"[Category(name=u'Sandwiches', alias=u'sandwiches'), Category(name=u'Cheese Shops', alias=u'cheese')]",barnyard-cheese-new-york,40.72532775,-73.97801665,Barnyard Cheese,145 AVE C NEW YORK 10009,4.5,102
247,219 Ave B,"[Category(name=u'Lounges', alias=u'lounges')]",revision-lounge-and-gallery-new-york,40.72879835,-73.97840794,Revision Lounge & Gallery,219 AVENUE B NEW YORK 10009,4.0,57
248,222 Ave B,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Cafes', alias=u'cafes')]",the-roost-new-york,40.72885452,-73.97853216,The Roost,224 AVENUE B NEW YORK 10009,4.0,77
249,510 E 11th St,"[Category(name=u'Pubs', alias=u'pubs')]",11th-street-bar-new-york,40.72826058,-73.98152111,11th Street Bar,510 E 11TH STREET NEW YORK 10009,4.0,121
250,84 E 10th Street,"[Category(name=u'Ramen', alias=u'ramen')]",zundo-ya-new-york,40.73109549,-73.99005849,Zundo-Ya,86 E 10TH ST NEW YORK 10009,4.0,234
251,287 3rd Ave,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Irish', alias=u'irish'), Category(name=u'Pubs', alias=u'pubs')]",mollys-new-york,40.73830431,-73.9834353,Molly's,287 3RD AVENUE NEW YORK 10010,4.0,395
252,102 E 22nd St,"[Category(name=u'Italian', alias=u'italian')]",novita-restaurant-new-york,40.73938818,-73.98669221,Novita Restaurant,102 E 22ND STREET NEW YORK 10010,3.5,242
253,281 3rd Ave,"[Category(name=u'German', alias=u'german'), Category(name=u'Bars', alias=u'bars')]",rolfs-bar-and-restaurant-new-york,40.73810918,-73.98357787,Rolf's Bar & Restaurant,281 3RD AVE NEW YORK 10010,2.5,410
254,913 Broadway,"[Category(name=u'Tapas/Small Plates', alias=u'tapasmallplates'), Category(name=u'American (New)', alias=u'newamerican')]",punch-restaurant-new-york-2,40.73968874,-73.98970235,Punch Restaurant,915 BROADWAY NEW YORK 10010,3.5,356
255,16 E 23rd St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Salad', alias=u'salad'), Category(name=u'Juice Bars & Smoothies', alias=u'juicebars')]",dig-inn-new-york-19,40.741106,-73.9887068,Dig Inn,14 E 23RD STREET NEW YORK 10010,4.0,113
256,162 E 25th St,"[Category(name=u'Chinese', alias=u'chinese'), Category(name=u'Vietnamese', alias=u'vietnamese')]",jimmys-house-new-york,40.74001293,-73.98233725,Jimmy's House,336 3RD AVE NEW YORK 10010,3.5,70
257,34 W 22nd St,"[Category(name=u'Jazz & Blues', alias=u'jazzandblues'), Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Cabaret', alias=u'cabaret')]",metropolitan-room-new-york,40.74129819,-73.99123506,Metropolitan Room,34 WEST 22ND STREET NEW YORK 10010,3.0,47
258,110 Waverly Pl,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Bars', alias=u'bars')]",babbo-new-york,40.73241678,-73.99916082,Babbo,110 WAVERLY PLACE NEW YORK 10011,4.0,1886
259,275 W 22nd St,"[Category(name=u'Gay Bars', alias=u'gaybars')]",barracuda-new-york,40.74435799,-73.99818267,Barracuda,275 W 22ND STREET NEW YORK 10011,3.5,96
260,159 W 23rd St,"[Category(name=u'Spanish', alias=u'spanish'), Category(name=u'Seafood', alias=u'seafood')]",franciscos-centro-vasco-new-york,40.74364864,-73.99441245,Francisco's Centro Vasco,159 W 23RD STREET NEW YORK 10011,3.5,187
261,184 8th Ave,"[Category(name=u'Cocktail Bars', alias=u'cocktailbars'), Category(name=u'Steakhouses', alias=u'steak')]",chuck-and-blade-new-york,40.74295034,-74.00010722,Chuck and Blade,182 8TH AVENUE NEW YORK 10011,5.0,5
262,207 W 14th St,"[Category(name=u'Cuban', alias=u'cuban')]",coppelia-new-york,40.73867728,-73.99981896,Coppelia,205 W 14TH STREET NEW YORK 10011,4.0,796
263,107 W 17th St,"[Category(name=u'Italian', alias=u'italian')]",da-umberto-new-york-2,40.73941811,-73.995655,da Umberto,107 W 17TH STREET NEW YORK 10011,4.0,109
264,240 W 14th St,"[Category(name=u'Italian', alias=u'italian')]",crispo-new-york,40.7390146,-74.00086576,Crispo,240 W 14TH ST NEW YORK 10011,4.0,717
265,78 W 11th St,"[Category(name=u'French', alias=u'french')]",french-roast-new-york-5,40.73503141,-73.99756961,French Roast,78 W 11TH STREET NEW YORK 10011,3.5,360
266,158 W 23rd St,"[Category(name=u'Sushi Bars', alias=u'sushi'), Category(name=u'Japanese', alias=u'japanese')]",monster-sushi-new-york,40.74355245,-73.99448213,Monster Sushi,158 W 23RD STREET NEW YORK 10011,3.5,275
267,90 Greenwich Ave,"[Category(name=u'Dive Bars', alias=u'divebars')]",johnnys-bar-new-york,40.73776826,-74.00173767,Johnny's Bar,90 92 GREENWICH AVENUE NEW YORK 10011,4.0,195
268,362 W 23rd St,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Sushi Bars', alias=u'sushi')]",ushiwakamaru-new-york-4,40.74581702,-73.99989299,Ushiwakamaru,360 WEST 23RD ST NEW YORK 10011,4.5,46
269,176 7th Ave,"[Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'Italian', alias=u'italian')]",bar-veloce-new-york-7,40.74234364,-73.99700717,Bar Veloce,172 7TH AVENUE NEW YORK 10011,3.5,154
270,104 W 13th St,"[Category(name=u'Middle Eastern', alias=u'mideastern'), Category(name=u'Arabian', alias=u'arabian')]",salam-restaurant-new-york,40.73668471,-73.99753563,Salam Restaurant,104 W 13TH STREET NEW YORK 10011,3.5,60
271,37 W 17th St,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Barbeque', alias=u'bbq'), Category(name=u'Korean', alias=u'korean')]",yakiniku-futago-new-york,40.73847494,-73.99338659,Yakiniku Futago,37 39 W 17TH STREET NEW YORK 10011,4.5,85
272,73 W 11th St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'French', alias=u'french')]",genes-restaurant-new-york,40.73505473,-73.99732727,Gene's Restaurant,73 W 11TH STREET NEW YORK 10011,4.0,54
273,105 W 13th St,"[Category(name=u'French', alias=u'french')]",cafe-loup-new-york,40.73678075,-73.99746561,Cafe Loup,105 W 13TH STREET NEW YORK 10011,4.0,150
274,211 7th Ave,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Sushi Bars', alias=u'sushi')]",hana-sushi-new-york,40.74341326,-73.99604716,Hana Sushi,209 7TH AVENUE NEW YORK 10011,3.5,158
275,248 W 14th St,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Burgers', alias=u'burgers')]",black-tap-craft-burgers-and-beer-new-york-2,40.73914886,-74.00119872,Black Tap Craft Burgers & Beer,252 WEST 14TH STREET NEW YORK 10011,3.5,379
276,225 10th Ave,"[Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'Turkish', alias=u'turkish')]",the-drunken-horse-new-york,40.74790924,-74.00408581,The Drunken Horse,227 10TH AVENUE NEW YORK 10011,4.0,75
277,108 8th Ave,"[Category(name=u'Italian', alias=u'italian')]",chelsea-ristorante-new-york,40.74060951,-74.0017996,Chelsea Ristorante,108 8TH AVENUE NEW YORK 10011,3.5,102
278,75 Washington Pl,"[Category(name=u'American (New)', alias=u'newamerican')]",blue-hill-new-york,40.73192433,-73.99958824,Blue Hill,75 WASHINGTON PLACE NEW YORK 10011,4.0,739
279,502 Ave of the Americas,"[Category(name=u'French', alias=u'french')]",bar-six-new-york,40.73655583,-73.99742656,Bar Six,502 AVE OF THE AMERICAS NEW YORK 10011,4.0,165
280,153 8th Ave.,"[Category(name=u'Burgers', alias=u'burgers'), Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Salad', alias=u'salad')]",bareburger-new-york-7,40.74198282,-74.00097558,Bareburger,151 8TH AVENUE NEW YORK 10011,4.0,558
281,168 7th Ave,"[Category(name=u'Delis', alias=u'delis')]",merci-market-new-york,40.74196239,-73.99728068,Merci Market,160 7TH AVE NEW YORK 10011,3.5,34
282,223 W 19th St,"[Category(name=u'Gay Bars', alias=u'gaybars')]",g-lounge-new-york,40.74192907,-73.99811031,G Lounge,223 W 19TH ST NEW YORK 10011,3.0,125
283,254 W 23rd St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Bars', alias=u'bars'), Category(name=u'Seafood', alias=u'seafood')]",east-of-eighth-new-york,40.74469903,-73.99722902,East of Eighth,254 W 23RD STREET NEW YORK 10011,3.5,307
284,35 W 20th St,"[Category(name=u'Greek', alias=u'greek')]",periyali-new-york,40.74018317,-73.99204782,Periyali,35 W 20TH STREET NEW YORK 10011,4.0,179
285,490 Laguardia Pl,"[Category(name=u'Burgers', alias=u'burgers'), Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Tex-Mex', alias=u'tex-mex')]",silver-spurs-new-york,40.72719132,-73.99976576,Silver Spurs,490 494 LAGUARDIA PLACE NEW YORK 10012,3.0,143
286,47 E Houston St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch')]",estela-new-york-2,40.72466425,-73.99455117,Estela,47 E HOUSTON STREET NEW YORK 10012,4.0,281
287,133 W 3rd St,"[Category(name=u'Ramen', alias=u'ramen')]",ramen-ya-new-york-6,40.73057535,-74.00029196,Ramen-Ya,131 W 3RD STREET NEW YORK 10012,4.0,143
288,56 Bleecker St,"[Category(name=u'Sports Bars', alias=u'sportsbars')]",bleecker-street-bar-new-york,40.72613867,-73.99509101,Bleecker Street Bar,58 BLEECKER ST NEW YORK 10012,3.0,133
289,210 Thompson Street,"[Category(name=u'Indian', alias=u'indpak'), Category(name=u'Vegetarian', alias=u'vegetarian'), Category(name=u'Kosher', alias=u'kosher')]",ahimsa-manhattan,40.72868997,-73.99935226,Ahimsa,208 THOMPSON STREET NEW YORK 10012,4.5,75
290,146 W Houston St,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Italian', alias=u'italian')]",song-e-napule-new-york,40.72817007,-74.00194923,Song E Napule,72 MACDOUGAL STREET NEW YORK 10012,4.5,190
291,206 Thompson St,"[Category(name=u'Gastropubs', alias=u'gastropubs')]",the-malt-house-new-york,40.7286236,-73.99940845,The Malt House,206 THOMPSON STREET NEW YORK 10012,4.0,275
292,496 Laguardia Pl,"[Category(name=u'Kosher', alias=u'kosher'), Category(name=u'Burgers', alias=u'burgers')]",mocha-burger-new-york-5,40.72834116,-73.99938153,Mocha Burger,149 BLEECKER STREET 2FL NEW YORK 10012,3.0,45
293,14 W 4th St,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Bars', alias=u'bars')]",dojo-restaurant-new-york,40.72875498,-73.99506632,Dojo Restaurant,14 W 4TH STREET NEW YORK 10012,3.5,499
294,376 W Broadway,"[Category(name=u'Italian', alias=u'italian')]",cipriani-downtown-new-york,40.7235659,-74.00282498,Cipriani Downtown,372 376 WEST BROADWAY NEW YORK 10012,3.5,191
295,118 W 3rd St,"[Category(name=u'Sushi Bars', alias=u'sushi'), Category(name=u'Japanese', alias=u'japanese')]",miyabi-sushi-and-asian-cusine-new-york,40.73015394,-74.00042651,Miyabi Sushi & Asian Cusine,117 MACDOUGAL ST NEW YORK 10012,4.0,236
296,145 Bleecker St,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",peculier-pub-new-york,40.72823053,-73.99915375,Peculier Pub,145 BLEECKER STREET NEW YORK 10012,3.5,332
297,86 W 3rd St,"[Category(name=u'Italian', alias=u'italian')]",il-mulino-new-york-4,40.72978958,-73.99894351,Il Mulino,86 W 3RD STREET NEW YORK 10012,4.0,391
298,47 Bond St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'American (New)', alias=u'newamerican')]",il-buco-new-york,40.72618548,-73.99336065,Il Buco,47 BOND ST NEW YORK 10012,4.0,455
299,54 Great Jones St,"[Category(name=u'Cajun/Creole', alias=u'cajun'), Category(name=u'Bars', alias=u'bars'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",great-jones-cafe-new-york,40.72685976,-73.99266205,Great Jones Cafe,54 GREAT JONES STREET NEW YORK 10012,4.0,429
300,6 Bond St,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Sushi Bars', alias=u'sushi')]",bondst-new-york-2,40.72689701,-73.99451995,BondSt,6 BOND STREET NEW YORK 10012,4.0,697
301,113 Thompson St,"[Category(name=u'Japanese', alias=u'japanese')]",omen-azen-new-york,40.72589405,-74.00184456,Omen Azen,113 THOMPSON STREET NEW YORK 10012,4.0,84
302,332 Lafayette St,"[Category(name=u'Lounges', alias=u'lounges'), Category(name=u'Tapas/Small Plates', alias=u'tapasmallplates')]",temple-bar-new-york,40.72595548,-73.99469302,Temple Bar,332 LAFAYETTE STREET NEW YORK 10012,4.0,153
303,99 MacDougal St,"[Category(name=u'Indian', alias=u'indpak'), Category(name=u'Halal', alias=u'halal')]",the-kati-roll-company-new-york,40.72987591,-74.00066475,The Kati Roll Company,109 MACDOUGAL ST NEW YORK 10012,4.0,694
304,99 Prince St,"[Category(name=u'American (Traditional)', alias=u'tradamerican')]",mercer-kitchen-new-york-5,40.72479934,-73.99853309,Mercer Kitchen,147 MERCER ST NEW YORK 10012,3.5,1216
305,94 Prince St,"[Category(name=u'Food Stands', alias=u'foodstands')]",soup-kiosk-new-york,40.72459381,-73.99865362,Soup Kiosk,94 PRINCE STREET NEW YORK 10012,4.0,46
306,99 Macdougal St,"[Category(name=u'Burgers', alias=u'burgers'), Category(name=u'Fast Food', alias=u'hotdogs')]",burgers-by-honest-chops-new-york-4,40.72943906,-74.00104054,Burgers By Honest Chops,97 MACDOUGAL STREET NEW YORK 10012,4.5,41
307,97 Sullivan St,"[Category(name=u'Seafood', alias=u'seafood'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",blue-ribbon-brasserie-new-york,40.72519166,-74.00314742,Blue Ribbon Brasserie,195 SPRING ST NEW YORK 10012,4.5,761
308,180 Spring St,"[Category(name=u'French', alias=u'french')]",bistro-les-amis-new-york,40.72480952,-74.0026273,Bistro Les Amis,180 SPRING STREET NEW YORK 10012,4.0,253
309,170 Thompson St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'American (New)', alias=u'newamerican')]",lupa-new-york,40.72751558,-74.00034182,Lupa,170 THOMPSON STREET NEW YORK 10012,4.0,1165
310,200 Spring St,"[Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'Italian', alias=u'italian')]",savore-ristorante-new-york,40.72517569,-74.00338314,Savore Ristorante,200 SPRING STREET NEW YORK 10012,3.5,107
311,48 Spring St,"[Category(name=u'Lounges', alias=u'lounges')]",the-spring-lounge-new-york,40.72185395,-73.99637028,The Spring Lounge,209 MULBERRY ST NEW YORK 10012,3.5,203
312,36 E 4th St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Wine Bars', alias=u'wine_bars')]",aroma-kitchen-and-winebar-new-york,40.72912183,-73.99581515,Aroma Kitchen & Winebar,34 EAST 4TH STREET NEW YORK 10012,4.0,273
313,292 Elizabeth St,"[Category(name=u'Mediterranean', alias=u'mediterranean'), Category(name=u'Vegan', alias=u'vegan')]",siggys-good-food-new-york,40.7245617,-73.99330703,Siggy's Good Food,288 ELIZABETH STREET NEW YORK 10012,4.5,395
314,127 Macdougal St,"[Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'Champagne Bars', alias=u'champagne_bars')]",riddling-widow-new-york,40.73046954,-74.00015757,Riddling Widow,125 MACDOUGAL STREET NEW YORK 10012,4.5,8
315,80 Spring St,"[Category(name=u'French', alias=u'french'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch')]",balthazar-restaurant-new-york,40.72270654,-73.99826073,Balthazar Restaurant,80 82 SPRING STREET NEW YORK 10012,4.0,2201
316,130 W 3rd St,"[Category(name=u'Dance Clubs', alias=u'danceclubs'), Category(name=u'Lounges', alias=u'lounges')]",the-village-underground-new-york,40.73052936,-74.00046356,The Village Underground,130 W 3RD STREET NEW YORK 10012,4.0,224
317,61 Christopher St,"[Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Bars', alias=u'bars'), Category(name=u'Piano Bars', alias=u'pianobars')]",the-duplex-new-york,0.0,0.0,The Duplex,57 59 CHRISTOPHER ST NEW YORK 10014,4.0,190
318,31 Great Jones St,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Mediterranean', alias=u'mediterranean'), Category(name=u'American (New)', alias=u'newamerican')]",vics-new-york,40.72711811,-73.9934461,Vic's,31 GREAT JONES STREET NEW YORK 10012,4.0,183
319,E 3rd St & 6th Ave,"[Category(name=u'Mexican', alias=u'mexican')]",el-idolo-new-york-2,40.7210726,-73.99400838,El Idolo,5 SPRING STREET GROUND FL NEW YORK 10012,3.5,18
320,9 Great Jones St,"[Category(name=u'French', alias=u'french'), Category(name=u'Italian', alias=u'italian')]",acme-new-york,40.72740861,-73.9940071,Acme,9 GREAT JONES STREET NEW YORK 10012,3.5,304
321,211 W Broadway,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Bars', alias=u'bars'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch')]",distilled-new-york,40.71893459,-74.00641743,Distilled,211 W BROADWAY NEW YORK 10013,4.0,527
322,120 Hudson St,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch'), Category(name=u'Sandwiches', alias=u'sandwiches')]",bubbys-tribeca-new-york,40.71991034,-74.00849938,Bubby's Tribeca,120 HUDSON STREET NEW YORK 10013,3.5,910
323,122 Mulberry St,"[Category(name=u'Chinese', alias=u'chinese'), Category(name=u'Ethnic Food', alias=u'ethnicmarkets')]",beijing-pop-kabob-new-york-2,40.71780529,-73.99804221,Beijing Pop Kabob,120 MULBERRY STREET NEW YORK 10013,4.0,80
324,189 Hester St,"[Category(name=u'Italian', alias=u'italian')]",puglia-ristorante-new-york,40.71814685,-73.99782945,Puglia Ristorante,130 MULBERRY STREET NEW YORK 10013,3.5,183
325,59 Grand St,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'French', alias=u'french')]",lucky-strike-new-york,40.72221525,-74.00345035,Lucky Strike,59 GRAND ST NEW YORK 10013,3.5,211
326,165 Duane St,"[Category(name=u'Italian', alias=u'italian')]",scalini-fedeli-new-york,40.71726607,-74.00907708,Scalini Fedeli,165 DUANE ST NEW YORK 10013,4.5,246
327,195 Grand St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch'), Category(name=u'Bakeries', alias=u'bakeries')]",ferrara-bakery-and-cafe-new-york,40.71916304,-73.99704147,Ferrara Bakery & Cafe,195 GRAND STREET NEW YORK 10013,3.5,1044
328,32 Watts St,"[Category(name=u'Lounges', alias=u'lounges'), Category(name=u'Cocktail Bars', alias=u'cocktailbars'), Category(name=u'Tobacco Shops', alias=u'tobaccoshops')]",soho-cigar-bar-new-york-2,40.72356078,-74.00448324,SoHo Cigar Bar,32 WATTS ST NEW YORK 10013,4.0,142
329,323 Greenwich St,"[Category(name=u'Italian', alias=u'italian')]",gigino-trattoria-new-york,40.71742424,-74.01054886,Gigino Trattoria,323 GREENWICH STREET NEW YORK 10013,3.5,197
330,375 Greenwich St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Bars', alias=u'bars')]",tribeca-grill-new-york-2,40.71943601,-74.01016267,Tribeca Grill,375 GREENWICH STREET NEW YORK 10013,3.5,483
331,127 Mulberry St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'Seafood', alias=u'seafood')]",casa-bella-restaurant-new-york,42.89687502,-78.86201848,Casa Bella Restaurant,127A MULBERRY STREET NEW YORK 10013,2.5,215
332,115 Mulberry St,"[Category(name=u'Italian', alias=u'italian')]",luna-ristorante-new-york-2,40.71760785,-73.99832495,Luna Ristorante,113 MULBERRY STREET NEW YORK 10013,3.5,62
333,14 Elizabeth St,"[Category(name=u'Dim Sum', alias=u'dimsum'), Category(name=u'Seafood', alias=u'seafood'), Category(name=u'Cantonese', alias=u'cantonese')]",oriental-garden-restaurant-new-york,40.71579219,-73.9973464,Oriental Garden Restaurant,14 20 ELIZABETH STREET NEW YORK 10013,3.5,369
334,191 Grand St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Cafes', alias=u'cafes'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",genuine-superette-new-york,40.71904997,-73.99733754,Genuine Superette,148 MULBERRY STREET NEW YORK 10013,3.5,108
335,549 Greenwich St,"[Category(name=u'Italian', alias=u'italian')]",pj-charlton-new-york,40.72743091,-74.00876518,PJ Charlton,549 GREENWICH STREET NEW YORK 10013,3.0,19
336,1 Hudson St,"[Category(name=u'Italian', alias=u'italian')]",acappella-new-york,40.71551003,-74.00929861,Acappella,1 HUDSON STREET NEW YORK 10013,4.0,143
337,105 Hudson St,"[Category(name=u'Sushi Bars', alias=u'sushi'), Category(name=u'Japanese', alias=u'japanese')]",nobu-new-york,40.7194444,-74.00873436,Nobu,105 HUDSON STREET NEW YORK 10013,4.0,1229
338,119 Mott St,"[Category(name=u'Italian', alias=u'italian')]",vincents-restaurant-new-york,40.71785315,-73.99718981,Vincent's Restaurant,119 MOTT STREET NEW YORK 10013,3.0,165
339,3 Lispenard St,"[Category(name=u'Japanese', alias=u'japanese')]",tataki-japanese-restaurant-new-york,40.72063981,-74.00505268,Tataki Japanese Restaurant,281 W BROADWAY NEW YORK 10013,3.5,108
