,address,categories,id,lat,long,name,orig_add,rating,review_count
0,615 Manhattan Ave,"[Category(name=u'Beer Bar', alias=u'beerbar')]",tørst-brooklyn,40.7235679,-73.95074649,TØRST,619 MANHATTAN AVE BROOKLYN 11222,4.5,259
1,1305 86th St,"[Category(name=u'Music Venues', alias=u'musicvenues')]",knights-of-columbus-brooklyn-3,40.61401456,-74.01375258,Knights of Columbus,1305 86TH STREET BROOKLYN 11228,4.5,3
2,151 Montague St,"[Category(name=u'Italian', alias=u'italian')]",caffe-buon-gusto-brooklyn-4,40.69459573,-73.99337435,Caffe Buon Gusto,151 MONTAGUE STREET BROOKLYN 11201,3.0,101
3,156 Court St,"[Category(name=u'Thai', alias=u'thai')]",lemongrass-grill-brooklyn-2,40.68867198,-73.99293116,Lemongrass Grill,154 COURT STREET BROOKLYN 11201,3.5,269
4,84 Montague St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Bars', alias=u'bars'), Category(name=u'Coffee & Tea', alias=u'coffee')]",heights-cafe-brooklyn,40.69518105,-73.9959245,Heights Cafe,84 MONTAGUE STREET BROOKLYN 11201,3.0,221
5,330 Hicks St,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Middle Eastern', alias=u'mideastern'), Category(name=u'Barbeque', alias=u'bbq')]",fatoosh-pizza-and-bbq-brooklyn,40.69129655,-73.99778604,Fatoosh Pizza & BBQ,73 ATLANTIC AVE BROOKLYN 11201,4.0,74
6,"Brooklyn Flea Market, Smorgasburg, and Summerstage","[Category(name=u'Food Stands', alias=u'foodstands')]",chonchos-tacos-brooklyn-2,40.65447398,-74.01080185,Choncho's Tacos,38 40 HENRY STREET BROOKLYN 11201,3.0,15
7,220 Cadman Plz W,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Seafood', alias=u'seafood'), Category(name=u'Diners', alias=u'diners')]",park-plaza-restaurant-brooklyn,40.69760647,-73.99155152,Park Plaza Restaurant,220 CADMAN PLAZA WEST BROOKLYN 11201,3.0,144
8,44 Henry St,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Bars', alias=u'bars'), Category(name=u'Seafood', alias=u'seafood')]",henrys-end-restaurant-brooklyn-2,40.69961592,-73.99204419,Henry's End Restaurant,44 HENRY STREET BROOKLYN 11201,4.0,256
9,214 Hicks St,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Italian', alias=u'italian')]",dellaroccos-brick-oven-pizza-brooklyn,40.69522784,-73.99609359,Dellarocco's Brick Oven Pizza,80 MONTAGUE STREET BROOKLYN 11201,4.0,164
10,159 Ave O,"[Category(name=u'Italian', alias=u'italian')]",la-palina-restaurant-brooklyn,40.61081906,-73.97886027,La Palina Restaurant,159 161 AVE O BROOKLYN 11204,4.0,103
11,242 Dekalb Ave,"[Category(name=u'Dive Bars', alias=u'divebars')]",alibi-brooklyn,40.68942558,-73.96945962,Alibi,242 DEKALB AVENUE BROOKLYN 11205,3.5,88
12,459 Myrtle Ave,"[Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Soul Food', alias=u'soulfood')]",five-spot-brooklyn,40.69339568,-73.9670099,Five Spot,459 MYRTLE AVE BROOKLYN 11205,2.0,141
13,195 Dekalb Ave,"[Category(name=u'African', alias=u'african')]",madiba-restaurant-brooklyn,40.68962284,-73.97179048,Madiba Restaurant,195 DEKALB AVE BROOKLYN 11205,3.5,584
14,229 Dekalb Ave,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Desserts', alias=u'desserts')]",the-general-greene-brooklyn-2,40.689562,-73.97015791,The General Greene,229 DEKALB AVENUE BROOKLYN 11205,3.0,432
15,2870 Linden Blvd,"[Category(name=u'American (Traditional)', alias=u'tradamerican')]",lindenwood-diner-and-restaurant-brooklyn,40.66990226,-73.85811014,Lindenwood Diner & Restaurant,2870 LINDEN BLVD BROOKLYN 11208,4.0,129
16,8424 3rd Ave,"[Category(name=u'Italian', alias=u'italian')]",areo-ristorante-brooklyn,40.62487442,-74.03056402,Areo Ristorante,8422 8420 3RD AVENUE BROOKLYN 11209,3.5,117
17,7717 3rd Ave,"[Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Italian', alias=u'italian')]",greenhouse-cafe-brooklyn,40.62985553,-74.02844569,Greenhouse Cafe,7721 3RD AVE BROOKLYN 11209,3.0,72
18,9404 4th Ave,"[Category(name=u'Steakhouses', alias=u'steak')]",hunters-steak-and-ale-house-brooklyn,40.61666152,-74.03093593,Hunters Steak & Ale House,9404 4TH AVENUE BROOKLYN 11209,3.5,53
19,8613 3rd Ave,"[Category(name=u'Sandwiches', alias=u'sandwiches'), Category(name=u'Grocery', alias=u'grocery'), Category(name=u'Cheese Shops', alias=u'cheese')]",a-l-c-italian-grocery-new-york-2,40.62334951,-74.03103636,A.L.C. Italian Grocery,8611 3RD AVENUE BROOKLYN 11209,4.5,52
20,10018 4th Ave,"[Category(name=u'Italian', alias=u'italian')]",positano-restaurant-brooklyn,40.61257998,-74.03454832,Positano Restaurant,343 101ST STREET BROOKLYN 11209,4.5,53
21,8618 3rd Ave,"[Category(name=u'Mexican', alias=u'mexican'), Category(name=u'Tex-Mex', alias=u'tex-mex')]",hobrah-a-taco-joint-brooklyn,40.62331376,-74.03120265,Ho'Brah a taco joint,8620 3RD AVENUE BROOKLYN 11209,4.0,514
22,7506 3rd Ave,"[Category(name=u'Diners', alias=u'diners'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",lighthouse-cafe-brooklyn,40.6313995,-74.0278856,Lighthouse Cafe,7508 3RD AVENUE BROOKLYN 11209,3.5,36
23,8902 3rd Ave,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",o-sullivans-bar-and-grill-brooklyn,40.62133308,-74.03202195,O'Sullivan's Bar & Grill,8902 3RD AVENUE BROOKLYN 11209,4.5,29
24,9224 3rd Ave,"[Category(name=u'Lounges', alias=u'lounges'), Category(name=u'Wine Bars', alias=u'wine_bars'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",delias-lounge-and-restaurant-brooklyn,40.61879147,-74.03303318,Delia's Lounge & Restaurant,9224 3RD AVE BROOKLYN 11209,4.0,90
25,7221 5th Ave,"[Category(name=u'Sandwiches', alias=u'sandwiches'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch'), Category(name=u'Bagels', alias=u'bagels')]",bagel-villa-brooklyn,40.63156965,-74.02171802,Bagel Villa,7215 5TH AVENUE BROOKLYN 11209,4.0,29
26,9201 Fourth Ave.,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Gluten-Free', alias=u'gluten_free')]",uno-pizzeria-and-grill-brooklyn,40.61830114,-74.03011771,Uno Pizzeria & Grill,9201 4TH AVENUE BROOKLYN 11209,3.0,118
27,8822 3rd Ave,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Steakhouses', alias=u'steak'), Category(name=u'Seafood', alias=u'seafood')]",chadwicks-restaurant-brooklyn,40.62189039,-74.03179237,Chadwicks Restaurant,8822 8824 3RD AVENUE BROOKLYN 11209,4.0,149
28,7612 3rd Ave,"[Category(name=u'Cafes', alias=u'cafes'), Category(name=u'Cocktail Bars', alias=u'cocktailbars'), Category(name=u'Venues & Event Spaces', alias=u'venues')]",omonia-cafe-brooklyn-3,40.61832551,-74.0059903,Omonia Cafe,7612 14 3RD AVENUE BROOKLYN 11209,3.0,188
29,7410 3rd Ave,"[Category(name=u'Spanish', alias=u'spanish'), Category(name=u'Basque', alias=u'basque')]",sanchos-brooklyn,40.63207869,-74.02761546,Sancho's,7410 3RD AVENUE BROOKLYN 11209,3.5,73
30,7217 3rd Ave,"[Category(name=u'Burgers', alias=u'burgers')]",the-burger-bistro-brooklyn,40.63334817,-74.02694324,Burger Bistro,7221 3RD AVENUE BROOKLYN 11209,4.0,590
31,7525 5th Ave,"[Category(name=u'Chicken Wings', alias=u'chicken_wings'), Category(name=u'Beer, Wine & Spirits', alias=u'beer_and_wine')]",bean-post-pub-brooklyn,40.6292662,-74.02264763,Bean Post Pub,7525 5TH AVE BROOKLYN 11209,3.5,39
32,8814 4th Ave,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Sushi Bars', alias=u'sushi'), Category(name=u'Steakhouses', alias=u'steak')]",arirang-hibachi-steakhouse-brooklyn,40.62117368,-74.02909129,Arirang Hibachi Steakhouse,8812 8814 4TH AVENUE BROOKLYN 11209,3.5,210
33,9715 3rd Ave,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'Lounges', alias=u'lounges'), Category(name=u'Music Venues', alias=u'musicvenues')]",kitty-kiernans-brooklyn,40.61568932,-74.03414078,Kitty Kiernans,9715 9717 3RD AVENUE BROOKLYN 11209,3.0,12
34,125 Bedford Ave,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",mugs-ale-house-brooklyn,40.7194773,-73.95586374,Mugs Ale House,125 BEDFORD AVENUE BROOKLYN 11211,3.5,170
35,193 Frost St,"[Category(name=u'Italian', alias=u'italian')]",frost-restaurant-brooklyn,40.7182866,-73.94334305,Frost Restaurant,193 FROST ST BROOKLYN 11211,4.0,105
36,85 Broadway,"[Category(name=u'Diners', alias=u'diners'), Category(name=u'American (New)', alias=u'newamerican'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch')]",diner-brooklyn,40.71063977,-73.96558619,Diner,85 BROADWAY BROOKLYN 11249,4.0,641
37,1089 Grand St,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Adult Entertainment', alias=u'adultentertainment')]",pumps-bar-brooklyn,40.71400512,-73.93256571,Pumps Bar,1089 GRAND STREET BROOKLYN 11211,3.5,49
38,709 Lorimer St,"[Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Dive Bars', alias=u'divebars'), Category(name=u'Pubs', alias=u'pubs')]",petes-candy-store-brooklyn,40.71815589,-73.95010669,Pete's Candy Store,709 LORIMER STREET BROOKLYN 11211,4.0,224
39,536 Driggs Ave,"[Category(name=u'Dive Bars', alias=u'divebars'), Category(name=u'Cocktail Bars', alias=u'cocktailbars'), Category(name=u'Beer, Wine & Spirits', alias=u'beer_and_wine')]",the-abbey-bar-brooklyn-2,40.7174675,-73.95606917,The Abbey Bar,536 DRIGGS AVE BROOKLYN 11211,4.0,80
40,1619 86th St,"[Category(name=u'Diners', alias=u'diners')]",vegas-diner-brooklyn-2,40.60978244,-74.00670672,Vegas Diner,1619 86TH STREET BROOKLYN 11214,3.0,189
41,1752 Bath Ave,"[Category(name=u'Hookah Bars', alias=u'hookah_bars'), Category(name=u'Lounges', alias=u'lounges'), Category(name=u'Coffee & Tea', alias=u'coffee')]",tanjia-brooklyn-3,40.60427712,-74.00691252,Tanjia,1752 BATH AVENUE BROOKLYN 11214,4.5,8
42,1955 86th St,"[Category(name=u'Chinese', alias=u'chinese')]",new-ruans-restaurant-brooklyn,40.60509469,-73.99906647,New Ruan's Restaurant,1955 86TH ST BROOKLYN 11214,3.5,71
43,215 Prospect Park W,"[Category(name=u'Bars', alias=u'bars')]",farrells-brooklyn,40.66035058,-73.98032618,Farrell's,215 PROSPECT PARK WEST BROOKLYN 11215,3.5,58
44,1674 10th Ave,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Burgers', alias=u'burgers')]",rhythm-and-booze-brooklyn,40.65760865,-73.97945753,Rhythm & Booze,1674 10TH AVE BROOKLYN 11215,3.5,61
45,223 5th Ave,"[Category(name=u'Mexican', alias=u'mexican')]",mezcals-mexican-restaurant-brooklyn-4,40.67578287,-73.98083748,Mezcals Mexican Restaurant,223 5TH AVENUE BROOKLYN 11215,2.5,72
46,356 6th Ave,"[Category(name=u'Pubs', alias=u'pubs'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",park-slope-ale-house-brooklyn,40.67049473,-73.98197164,Park Slope Ale House,356 6TH AVE BROOKLYN 11215,3.5,157
47,223 7th Ave,"[Category(name=u'Cocktail Bars', alias=u'cocktailbars')]",parish-cocktail-bar-brooklyn-3,40.66998877,-73.9790778,Parish Cocktail Bar,453 4TH ST AKA 225 7TH AVE BROOKLYN 11215,4.0,46
48,615 Dekalb Ave,"[Category(name=u'Soul Food', alias=u'soulfood'), Category(name=u'Nightlife', alias=u'nightlife'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",sugarhill-supperclub-brooklyn,40.69142198,-73.95143216,Sugarhill Supperclub,609 615 DEKALB AVE BROOKLYN 11216,3.0,22
49,1165 Bedford Ave,"[Category(name=u'Jazz & Blues', alias=u'jazzandblues'), Category(name=u'Cafes', alias=u'cafes')]",inkwell-café-brooklyn,40.68361021,-73.9538871,Inkwell Café,1165 BEDFORD AVE BROOKLYN 11216,3.5,3
50,194 5th Ave,"[Category(name=u'Thai', alias=u'thai')]",nahm-thai-kitchen-brooklyn,40.67668034,-73.9803595,Nahm Thai Kitchen,200 5TH AVENUE BROOKLYN 11217,4.0,171
51,4307 18th Ave,"[Category(name=u'American (New)', alias=u'newamerican')]",green-pavilion-restaurant-brooklyn,40.6311836,-73.97609743,Green Pavilion Restaurant,4307 18TH AVENUE BROOKLYN 11218,2.5,28
52,802 Caton Ave,"[Category(name=u'Karaoke', alias=u'karaoke'), Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Irish Pub', alias=u'irish_pubs')]",shenanigans-pub-brooklyn,40.64765483,-73.97284697,Shenanigans Pub,802 CATON AVENUE BROOKLYN 11218,3.5,39
53,404 Church Ave,"[Category(name=u'Chinese', alias=u'chinese'), Category(name=u'Asian Fusion', alias=u'asianfusion')]",asian-harbor-brooklyn,40.64397647,-73.97647954,Asian Harbor,402 404 CHURCH AVENUE BROOKLYN 11218,3.0,54
54,1100 60th St,"[Category(name=u'Restaurants', alias=u'restaurants'), Category(name=u'Caterers', alias=u'catering'), Category(name=u'Venues & Event Spaces', alias=u'venues')]",rex-manor-catering-hall-brooklyn,40.63142118,-74.00292283,Rex Manor Catering Hall,1100 60TH STREET BROOKLYN 11219,3.5,13
55,6802 3rd Ave,"[Category(name=u'Pubs', alias=u'pubs')]",three-jolly-pigeons-brooklyn-2,40.636566,-74.02570507,Three Jolly Pigeons,6802 3RD AVE BROOKLYN 11220,4.0,45
56,5701 5th Ave,"[Category(name=u'Diners', alias=u'diners')]",georges-restaurant-brooklyn-2,40.6411265,-74.01436312,George's Restaurant,5701 5TH AVENUE BROOKLYN 112203815,3.0,65
57,4408 5th Ave,"[Category(name=u'Latin American', alias=u'latin'), Category(name=u'Dominican', alias=u'dominican'), Category(name=u'Cuban', alias=u'cuban')]",international-restaurant-brooklyn,40.64844165,-74.00693238,International Restaurant,4408 5TH AVENUE BROOKLYN 11220,4.0,46
58,7509 3rd Ave,"[Category(name=u'Sports Bars', alias=u'sportsbars'), Category(name=u'Pubs', alias=u'pubs'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",salty-dog-bar-and-restaurant-brooklyn,40.63136578,-74.02774841,Salty Dog Bar and Restaurant,7509 3RD AVENUE BROOKLYN 112209,3.5,177
59,1272 Broadway,"[Category(name=u'Bars', alias=u'bars')]",st-lucian-paradise-brooklyn,40.69099134,-73.92480564,St Lucian Paradise,1272 BROADWAY BROOKLYN 11221,4.5,3
60,631 Manhattan Ave,"[Category(name=u'Delis', alias=u'delis'), Category(name=u'Sandwiches', alias=u'sandwiches'), Category(name=u'Bagels', alias=u'bagels')]",frankels-delicatessen-brooklyn,40.72386369,-73.95091361,Frankel's Delicatessen,627 631 MANHATTAN AVE BROOKLYN 11222,3.5,60
61,148 Kingsland Ave,"[Category(name=u'Spanish', alias=u'spanish')]",the-brooklyn-eatery-brooklyn,40.72159405,-73.94090962,The Brooklyn Eatery,148 KINGSLAND AVENUE BROOKLYN 11222,4.0,1
62,98 Meserole Ave,"[Category(name=u'Bars', alias=u'bars'), Category(name=u'Dance Clubs', alias=u'danceclubs')]",good-room-greenpoint,40.72702514,-73.95272134,Good Room,765 769 MANHATTAN AVENUE BROOKLYN 11222,3.5,38
63,158 Norman Ave,"[Category(name=u'Bars', alias=u'bars')]",connie-os-pub-brooklyn,40.72657728,-73.94809268,Connie O's Pub,158 NORMAN AVENUE BROOKLYN 11222,3.0,6
64,152 Meserole Ave,"[Category(name=u'Sports Bars', alias=u'sportsbars'), Category(name=u'Dive Bars', alias=u'divebars')]",pit-stop-bar-brooklyn,40.72785633,-73.95024237,Pit Stop Bar,152 MESEROLE AVENUE BROOKLYN 11222,4.5,14
65,512 Ave U,"[Category(name=u'Sushi Bars', alias=u'sushi'), Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Kosher', alias=u'kosher')]",fuji-hana-restaurant-brooklyn,40.59764574,-73.96668721,Fuji Hana Restaurant,512 AVENUE U BROOKLYN 11223,3.0,18
66,2337 Coney Island Ave,"[Category(name=u'Mediterranean', alias=u'mediterranean')]",sahara-restaurant-brooklyn-4,40.59999193,-73.96124781,Sahara Restaurant,2335 2337 CONEY ISLAND AVE BROOKLYN 11223,3.0,262
67,103 Empire Blvd,"[Category(name=u'Dance Clubs', alias=u'danceclubs')]",the-buzz-nightclub-brooklyn-2,40.66348227,-73.95870171,The Buzz Nightclub,103 EMPIRE BLVD BROOKLYN 11225,3.0,5
68,3023 Church Ave,"[Category(name=u'Bars', alias=u'bars')]",queen-bees-tavern-brooklyn,40.65086565,-73.94934363,Queen Bee's Tavern,3023 CHURCH AVENUE BROOKLYN 11226,4.0,6
69,2294 Bedford Ave,"[Category(name=u'Lounges', alias=u'lounges')]",michelles-cocktail-lounge-brooklyn,40.64782505,-73.95581161,Michelle's Cocktail Lounge,2294 BEDFORD AVENUE BROOKLYN 11226,3.5,5
70,3442 Nostrand Ave,"[Category(name=u'Chicken Wings', alias=u'chicken_wings'), Category(name=u'Fast Food', alias=u'hotdogs')]",popeyes-brooklyn-28,40.60032973,-73.94170264,Popeye's,2953 GRAVESEND NECK ROAD BROOKLYN 11229,4.5,10
71,3482 Nostrand Ave,"[Category(name=u'Seafood', alias=u'seafood'), Category(name=u'Diners', alias=u'diners')]",perrys-restaurant-brooklyn,40.59890077,-73.94167716,Perry's Restaurant,3482 3492 NOSTRAND AVENUE BROOKLYN 11229,3.5,56
72,1602 Gravesend Neck Rd,"[Category(name=u'Lounges', alias=u'lounges')]",anyway-cafe-brooklyn,40.59499635,-73.95468212,Anyway Cafe,1602 GRAVESEND NECK ROAD BROOKLYN 11229,4.0,72
73,1213 McDonald Avenue,"[Category(name=u'Dive Bars', alias=u'divebars')]",starlite-lounge-brooklyn,40.62366207,-73.97574106,Starlite Lounge,1213 MCDONALD AVENUE BROOKLYN 11230,3.5,5
74,311 Smith St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza')]",claudines-brooklyn-2,40.68128309,-73.99414329,Claudine's,315 SMITH ST BROOKLYN 11231,4.0,78
75,522 Court St,"[Category(name=u'Tex-Mex', alias=u'tex-mex'), Category(name=u'Mexican', alias=u'mexican')]",mezcals-mexican-restaurant-brooklyn,40.67595583,-73.99906287,Mezcal's Mexican Restaurant,522 COURT STREET BROOKLYN 11231,2.5,41
76,347 Court St,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Pizza', alias=u'pizza')]",enoteca-on-court-brooklyn-2,40.68234937,-73.99583275,Enoteca on Court,345 COURT STREET BROOKLYN 11231,4.0,193
77,7409 Ave U,"[Category(name=u'Italian', alias=u'italian')]",il-posto-brooklyn,40.62131235,-73.90527055,Il Posto,7409 AVENUE U BROOKLYN 11234,4.0,39
78,2134 Flatbush Ave,"[Category(name=u'Pizza', alias=u'pizza')]",franks-pizza-brooklyn,40.61750549,-73.93228234,Frank's Pizza,4218 4220 QUENTIN ROAD BROOKLYN 11234,4.0,73
79,3501 Avenue S,"[Category(name=u'Bars', alias=u'bars')]",mariners-inn-brooklyn,40.60932273,-73.9321089,Mariners Inn,3501 AVE S BROOKLYN 11234,5.0,1
80,1866 Ralph Ave,"[Category(name=u'Diners', alias=u'diners')]",arch-diner-brooklyn,40.63113677,-73.91864643,Arch Diner,1866 RALPH AVENUE BROOKLYN 11234,2.5,72
81,3019 Quentin Rd,"[Category(name=u'Irish', alias=u'irish'), Category(name=u'American (Traditional)', alias=u'tradamerican')]",noras-park-bench-cafe-brooklyn,40.61190485,-73.94110396,Nora's Park Bench Cafe,3019 QUENTIN ROAD BROOKLYN 11234,3.5,47
82,325 5th Ave,"[Category(name=u'Chicken Wings', alias=u'chicken_wings'), Category(name=u'Korean', alias=u'korean'), Category(name=u'Asian Fusion', alias=u'asianfusion')]",bonchon-new-york-8,40.67268275,-73.98328413,Bonchon,321 5TH AVENUE BROOKLYN 11234,3.5,666
83,2902 Emmons Ave,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Seafood', alias=u'seafood')]",il-fornetto-brooklyn-2,40.58373372,-73.93973927,il Fornetto,2902 EMMONS AVE BROOKLYN 11235,4.0,176
84,3178 Coney Island Ave,"[Category(name=u'Russian', alias=u'russian')]",cafe-paris-brooklyn,40.57839446,-73.9597443,Cafe Paris,3178 CONEY ISLAND AVENUE BROOKLYN 11235,4.5,19
85,3100 Ocean Pkwy,"[Category(name=u'Seafood', alias=u'seafood'), Category(name=u'Russian', alias=u'russian')]",gambrinus-seafood-bar-and-restaurant-brooklyn-2,40.57607328,-73.9689456,Gambrinus Seafood Bar & Restaurant,3100 OCEAN PARKWAY BROOKLYN 11235,3.5,63
86,3145 Brighton 4th St,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Russian', alias=u'russian')]",cafe-restaurant-volna-brooklyn,,,Cafe Restaurant Volna,3145 BRIGHTON 4TH STREET BROOKLYN 11235,2.0,56
87,1631 Sheepshead Bay Rd,"[Category(name=u'Sushi Bars', alias=u'sushi')]",masakari-brooklyn,40.57694092,-73.95283571,Masakari,101 103 ORIENTAL BLVD BROOKLYN 11235,3.5,121
88,3181 Harkness Ave,"[Category(name=u'American (Traditional)', alias=u'tradamerican'), Category(name=u'Bars', alias=u'bars')]",tgi-fridays-brooklyn,40.58661597,-73.92912137,TGI Fridays,3181 HARKNESS AVENUE BROOKLYN 11235,2.0,241
89,2123 Ave Z,"[Category(name=u'Dive Bars', alias=u'divebars'), Category(name=u'Sports Bars', alias=u'sportsbars')]",brass-rail-brooklyn,40.58870694,-73.94809841,Brass Rail,2123 AVENUE Z BROOKLYN 11235,4.0,15
90,1707 Sheepshead Bay Rd,"[Category(name=u'American (Traditional)', alias=u'tradamerican')]",wheelers-restaurant-brooklyn,40.58587584,-73.9517752,Wheeler's Restaurant,1705 SHEEPSHEAD BAY ROAD BROOKLYN 11235,4.0,99
91,273 Brighton Beach Ave,"[Category(name=u'Russian', alias=u'russian'), Category(name=u'Dance Clubs', alias=u'danceclubs'), Category(name=u'Venues & Event Spaces', alias=u'venues')]",national-restaurant-brooklyn,40.57693471,-73.96488296,National Restaurant,273 BRIGHTON BEACH AVE BROOKLYN 11235,4.0,30
92,3073 Emmons Ave,"[Category(name=u'Italian', alias=u'italian'), Category(name=u'Seafood', alias=u'seafood')]",marias-restaurant-brooklyn,40.58411347,-73.9362646,Maria's Restaurant,3073 EMMONS AVENUE BROOKLYN 11235,3.5,66
93,3152 Brighton 6th St,"[Category(name=u'Russian', alias=u'russian')]",tatiana-restaurant-brooklyn,40.5757801,-73.96124367,Tatiana Restaurant,3152 BRIGHTON 6TH STREET BROOKLYN 11235,3.5,175
94,1655 Sheepshead Bay Rd,"[Category(name=u'Ukrainian', alias=u'ukrainian')]",cafe-glechik-brooklyn-2,40.58654544,-73.95227627,Cafe Glechik,1657 SHEEPSHEAD BAY ROAD BROOKLYN 11235,3.5,68
95,9505 Avenue L,"[Category(name=u'Caribbean', alias=u'caribbean'), Category(name=u'Chinese', alias=u'chinese')]",bamboo-garden-brooklyn,40.63773732,-73.89685545,Bamboo Garden,9505 AVENUE L BROOKLYN 11236,3.5,31
96,432 Franklin Ave,"[Category(name=u'Dive Bars', alias=u'divebars')]",tip-top-bar-and-grill-brooklyn,40.68388171,-73.95629344,Tip Top Bar & Grill,432 FRANKLIN AVENUE BROOKLYN 11238,4.5,74
97,242 Court St,"[Category(name=u'Ethiopian', alias=u'ethiopian')]",awash-ethiopian-restaurant-brooklyn,40.68580705,-73.99431585,Awash Ethiopian Restaurant,238 COURT STREET BROOKLYN 11201,4.0,84
98,90 Court St,"[Category(name=u'Salad', alias=u'salad'), Category(name=u'Breakfast & Brunch', alias=u'breakfast_brunch'), Category(name=u'Bagels', alias=u'bagels')]",la-bagel-delight-brooklyn-3,40.69131304,-73.9916622,La Bagel Delight,84 COURT STREET BROOKLYN 11201,3.5,115
99,32 Withers St,"[Category(name=u'Italian', alias=u'italian')]",bamontes-brooklyn,40.71666404,-73.95147203,Bamonte's,32 WITHERS STREET BROOKLYN 11211,4.0,219
100,178 Broadway,"[Category(name=u'Steakhouses', alias=u'steak'), Category(name=u'Butcher', alias=u'butcher')]",peter-luger-steak-house-brooklyn,40.70991481,-73.96249068,Peter Luger Steak House,176 178 BROADWAY BROOKLYN 11211,4.0,3581
101,261 Driggs Ave,"[Category(name=u'Music Venues', alias=u'musicvenues'), Category(name=u'Dive Bars', alias=u'divebars'), Category(name=u'Venues & Event Spaces', alias=u'venues')]",warsaw-at-the-polish-national-home-brooklyn-2,40.6717006,-73.98787916,Warsaw at The Polish National Home,261 7 DRIGGS AVE BROOKLYN 11222,3.5,55
102,206 Nassau Ave,"[Category(name=u'Bars', alias=u'bars')]",palace-cafe-brooklyn,40.72555293,-73.94451933,Palace Cafe,206 NASSAU AVE BROOKLYN 11222,4.0,39
103,617 Manhattan Ave,"[Category(name=u'Thai', alias=u'thai')]",amarin-cafe-brooklyn,40.72365623,-73.95079638,Amarin Cafe,623 MANHATTAN AVE BROOKLYN 11222,4.0,203
104,1615 Ave U,"[Category(name=u'Pizza', alias=u'pizza')]",luigis-pizza-brooklyn-2,40.59899688,-73.95535126,Luigi's Pizza,1611 1613 AVE U BROOKLYN 11229,3.0,47
105,2929 Ave R,"[Category(name=u'Italian', alias=u'italian')]",michaels-of-brooklyn-brooklyn,40.60745842,-73.94310997,Michael's of Brooklyn,2929 AVENUE R BROOKLYN 11229,4.0,110
106,2301 Flatbush Ave,"[Category(name=u'Diners', alias=u'diners')]",floridian-diner-brooklyn,40.61409359,-73.92729436,Floridian Diner,2301 FLATBUSH AVE BROOKLYN 11234,2.5,89
107,260 Court St,"[Category(name=u'Mexican', alias=u'mexican'), Category(name=u'Fast Food', alias=u'hotdogs')]",buddys-burrito-and-taco-bar-brooklyn,40.68512959,-73.99464067,Buddy's Burrito & Taco Bar,260 COURT STREET BROOKLYN 11201,4.0,121
108,158 Montague St,"[Category(name=u'Pizza', alias=u'pizza')]",monty-qs-brooklyn-2,40.69434174,-73.99287483,Monty Q's,158 MONTAGUE STREET BROOKLYN 11201,3.0,155
109,162 Montague St,"[Category(name=u'Japanese', alias=u'japanese'), Category(name=u'Sushi Bars', alias=u'sushi')]",nanatori-japanese-restaurant-brooklyn-2,40.69429077,-73.99268931,Nanatori Japanese Restaurant,162 MONTAGUE ST BROOKLYN 11201,3.5,144
110,7704 5th Ave,"[Category(name=u'Pizza', alias=u'pizza'), Category(name=u'Italian', alias=u'italian')]",bay-ridge-pizza-brooklyn,40.62793765,-74.02333869,Bay Ridge Pizza,7704 5TH AVE BROOKLYN 11209,3.0,55
111,2270 Nostrand Ave,"[Category(name=u'Pizza', alias=u'pizza')]",napoli-pizza-brooklyn,40.6294683,-73.94743935,Napoli Pizza,2270 NOSTRAND AVE BROOKLYN 11210,4.0,17
